"file","mean.dens.ml","date","species","temperature","replicate","sample_ID","magnification","biomass","day","log_biomass"
"20260205_027",507.26896,"2026-02-05","P","T33",1,"T33_P_1",2.5,6.9023604764694e-05,3,-4.1610023633793
"20260205_033",297.308,"2026-02-05","P","T33",3,"T33_P_3",2.5,3.95268646685129e-05,3,-4.40310763319477
"20260205_035",4886.92336,"2026-02-05","T","T33",2,"T33_T_2",2.5,4.34829287896771e-05,3,-4.36168121172562
"20260205_036",5111.03208,"2026-02-05","T","T33",1,"T33_T_1",2.5,4.05353748322607e-05,3,-4.39216580668939
"20260205_005",50,"2026-02-05","D","T30",1,"T30_D_1",2.5,0,3,-Inf
"20260205_007",20,"2026-02-05","C","T30",2,"T30_C_2",2.5,0,3,-Inf
"20260205_008",20,"2026-02-05","C","T30",1,"T30_C_1",2.5,0,3,-Inf
"20260205_010",50,"2026-02-05","L","T30",3,"T30_L_3",2.5,0,3,-Inf
"20260205_011",50,"2026-02-05","L","T30",1,"T30_L_1",2.5,0,3,-Inf
"20260205_012",20,"2026-02-05","C","T30",3,"T30_C_3",2.5,0,3,-Inf
"20260205_015",5,"2026-02-05","S","T30",2,"T30_S_2",2.5,0,3,-Inf
"20260205_019",5,"2026-02-05","S","T33",2,"T33_S_2",2.5,0,3,-Inf
"20260205_020",5,"2026-02-05","S","T33",1,"T33_S_1",2.5,0,3,-Inf
"20260205_021",50,"2026-02-05","D","T33",2,"T33_D_2",2.5,0,3,-Inf
"20260205_023",50,"2026-02-05","L","T33",2,"T33_L_2",2.5,0,3,-Inf
"20260205_024",5,"2026-02-05","S","T33",3,"T33_S_3",2.5,0,3,-Inf
"20260205_026",20,"2026-02-05","C","T33",3,"T33_C_3",2.5,0,3,-Inf
"20260205_028",50,"2026-02-05","L","T33",1,"T33_L_1",2.5,0,3,-Inf
"20260205_029",20,"2026-02-05","C","T33",2,"T33_C_2",2.5,0,3,-Inf
"20260205_030",50,"2026-02-05","D","T33",3,"T33_D_3",2.5,0,3,-Inf
"20260205_031",20,"2026-02-05","C","T33",1,"T33_C_1",2.5,0,3,-Inf
"20260205_032",50,"2026-02-05","L","T33",3,"T33_L_3",2.5,0,3,-Inf
"20260205_034",50,"2026-02-05","D","T33",1,"T33_D_1",2.5,0,3,-Inf
"20260206_002",50.64488,"2026-02-06","D","T30",3,"T30_D_3",2.5,1.81285825106518e-06,4,-5.74163615243339
"20260206_004",719.28032,"2026-02-06","P","T30",2,"T30_P_2",2.5,0.00010475339112656,4,-3.97983190894674
"20260206_005",39.9828,"2026-02-06","D","T30",1,"T30_D_1",2.5,1.34472210765663e-06,4,-5.87136745512676
"20260206_006",5074.32992,"2026-02-06","T","T30",1,"T30_T_1",2.5,3.71661441472737e-05,4,-4.42985249304537
"20260206_009",689.75456,"2026-02-06","P","T30",1,"T30_P_1",2.5,8.21026109248344e-05,4,-4.08564303176949
"20260206_011",25.63,"2026-02-06","L","T30",1,"T30_L_1",2.5,6.0263000605294e-08,4,-7.21994924780574
"20260206_013",1026.84032,"2026-02-06","P","T30",3,"T30_P_3",2.5,0.00012710324491952,4,-3.89584336185628
"20260206_014",4107.77136,"2026-02-06","T","T30",2,"T30_T_2",2.5,3.2655896735692e-05,4,-4.4860383859496
"20260206_016",5171.51888,"2026-02-06","T","T30",3,"T30_T_3",2.5,3.66827898807226e-05,4,-4.4355376418208
"20260206_017",25.63,"2026-02-06","D","T30",2,"T30_D_2",2.5,1.01920435093909e-06,4,-5.9917387310205
"20260206_022",90.87,"2026-02-06","P","T33",2,"T33_P_2",2.5,9.58263336592173e-06,4,-5.01851512775524
"20260206_025",2648.70672,"2026-02-06","T","T33",3,"T33_T_3",2.5,1.54610092194028e-05,4,-4.81076216086321
"20260206_027",494.35144,"2026-02-06","P","T33",1,"T33_P_1",2.5,5.13757979087543e-05,4,-4.28924142010997
"20260206_028",25.63,"2026-02-06","L","T33",1,"T33_L_1",2.5,1.36209039532231e-07,4,-6.8657940694519
"20260206_033",359.23008,"2026-02-06","P","T33",3,"T33_P_3",2.5,4.40808060934736e-05,4,-4.35575047226093
"20260206_035",3508.64448,"2026-02-06","T","T33",2,"T33_T_2",2.5,2.2417944316832e-05,4,-4.64940421389929
"20260206_036",3157.20592,"2026-02-06","T","T33",1,"T33_T_1",2.5,1.8312726406097e-05,4,-4.73724699294696
"20260206_001",5,"2026-02-06","S","T30",3,"T30_S_3",2.5,0,4,-Inf
"20260206_003",5,"2026-02-06","S","T30",1,"T30_S_1",2.5,0,4,-Inf
"20260206_007",20,"2026-02-06","C","T30",2,"T30_C_2",2.5,0,4,-Inf
"20260206_008",20,"2026-02-06","C","T30",1,"T30_C_1",2.5,0,4,-Inf
"20260206_010",50,"2026-02-06","L","T30",3,"T30_L_3",2.5,0,4,-Inf
"20260206_012",20,"2026-02-06","C","T30",3,"T30_C_3",2.5,0,4,-Inf
"20260206_015",5,"2026-02-06","S","T30",2,"T30_S_2",2.5,0,4,-Inf
"20260206_018",50,"2026-02-06","L","T30",2,"T30_L_2",2.5,0,4,-Inf
"20260206_019",5,"2026-02-06","S","T33",2,"T33_S_2",2.5,0,4,-Inf
"20260206_020",5,"2026-02-06","S","T33",1,"T33_S_1",2.5,0,4,-Inf
"20260206_021",50,"2026-02-06","D","T33",2,"T33_D_2",2.5,0,4,-Inf
"20260206_023",50,"2026-02-06","L","T33",2,"T33_L_2",2.5,0,4,-Inf
"20260206_024",5,"2026-02-06","S","T33",3,"T33_S_3",2.5,0,4,-Inf
"20260206_026",20,"2026-02-06","C","T33",3,"T33_C_3",2.5,0,4,-Inf
"20260206_029",20,"2026-02-06","C","T33",2,"T33_C_2",2.5,0,4,-Inf
"20260206_030",50,"2026-02-06","D","T33",3,"T33_D_3",2.5,0,4,-Inf
"20260206_031",20,"2026-02-06","C","T33",1,"T33_C_1",2.5,0,4,-Inf
"20260206_032",50,"2026-02-06","L","T33",3,"T33_L_3",2.5,0,4,-Inf
"20260206_034",50,"2026-02-06","D","T33",1,"T33_D_1",2.5,0,4,-Inf
"20260206_001",51.26,"2026-02-06","S","T15",3,"T15_S_3",2.5,0.0001731176102284,12,-3.76165875167393
"20260206_002",5708.10856,"2026-02-06","D","T15",3,"T15_D_3",2.5,7.39834514771189e-05,12,-4.13086541183514
"20260206_004",279.05944,"2026-02-06","P","T15",2,"T15_P_2",2.5,5.73907389590262e-05,12,-4.24115818327253
"20260206_005",6413.24112,"2026-02-06","D","T15",1,"T15_D_1",2.5,8.82899932142182e-05,12,-4.05408851655968
"20260206_006",2985.3824,"2026-02-06","T","T15",1,"T15_T_1",2.5,4.80524178573665e-05,12,-4.31828475501534
"20260206_007",807.03744,"2026-02-06","C","T15",2,"T15_C_2",2.5,7.59650830933178e-05,12,-4.11938598277758
"20260206_008",625.16696,"2026-02-06","C","T15",1,"T15_C_1",2.5,5.90400100801373e-05,12,-4.22885357703617
"20260206_009",341.80168,"2026-02-06","P","T15",1,"T15_P_1",2.5,6.8198001900602e-05,12,-4.16622834933553
"20260206_010",6053.39592,"2026-02-06","L","T15",3,"T15_L_3",2.5,5.86124437368196e-05,12,-4.23201017114029
"20260206_011",6442.76688,"2026-02-06","L","T15",1,"T15_L_1",2.5,8.83738892707968e-05,12,-4.05367603160065
"20260206_012",422.79248,"2026-02-06","C","T15",3,"T15_C_3",2.5,3.51969393098613e-05,12,-4.45349510068753
"20260206_013",767.05464,"2026-02-06","P","T15",3,"T15_P_3",2.5,0.00017676579679649,12,-3.75260176477297
"20260206_014",2673.92664,"2026-02-06","T","T15",2,"T15_T_2",2.5,3.97652324985741e-05,12,-4.40049647397942
"20260206_016",4119.04856,"2026-02-06","T","T15",3,"T15_T_3",2.5,5.52705453023886e-05,12,-4.25750625062267
"20260206_017",6487.87568,"2026-02-06","D","T15",2,"T15_D_2",2.5,9.79098106440369e-05,12,-4.00917378935009
"20260206_018",5939.59872,"2026-02-06","L","T15",2,"T15_L_2",2.5,5.75363770280552e-05,12,-4.24005748840087
"20260206_021",5850.61136,"2026-02-06","D","T18",2,"T18_D_2",2.5,6.98599314300922e-05,12,-4.15577184497302
"20260206_022",339.13616,"2026-02-06","P","T18",2,"T18_P_2",2.5,4.85954498512632e-05,12,-4.31340439322742
"20260206_023",6236.49664,"2026-02-06","L","T18",2,"T18_L_2",2.5,5.3792118190352e-05,12,-4.26928135402138
"20260206_025",1984.58216,"2026-02-06","T","T18",3,"T18_T_3",2.5,2.15016401581765e-05,12,-4.66752841057384
"20260206_026",241.53712,"2026-02-06","C","T18",3,"T18_C_3",2.5,1.39393787434475e-05,12,-4.85575658164009
"20260206_027",812.77856,"2026-02-06","P","T18",1,"T18_P_1",2.5,0.00014575796742683,12,-3.83636769650079
"20260206_028",5310.33096,"2026-02-06","L","T18",1,"T18_L_1",2.5,4.58058108453336e-05,12,-4.33907942466019
"20260206_029",392.44656,"2026-02-06","C","T18",2,"T18_C_2",2.5,3.05323958734383e-05,12,-4.51523911532833
"20260206_030",4919.31968,"2026-02-06","D","T18",3,"T18_D_3",2.5,5.09177520644993e-05,12,-4.29313077798644
"20260206_031",468.72144,"2026-02-06","C","T18",1,"T18_C_1",2.5,3.25801896554641e-05,12,-4.48704639190959
"20260206_032",5047.26464,"2026-02-06","L","T18",3,"T18_L_3",2.5,4.08223356438713e-05,12,-4.3891021508148
"20260206_033",487.38008,"2026-02-06","P","T18",3,"T18_P_3",2.5,8.2283376963085e-05,12,-4.08468789288473
"20260206_034",4635.74936,"2026-02-06","D","T18",1,"T18_D_1",2.5,4.94187127257289e-05,12,-4.30610857142673
"20260206_035",2162.35184,"2026-02-06","T","T18",2,"T18_T_2",2.5,2.73010153616673e-05,12,-4.56382120066001
"20260206_036",2596.8316,"2026-02-06","T","T18",1,"T18_T_1",2.5,2.79125806388922e-05,12,-4.55420000925054
"20260206_038",3036.84744,"2026-02-06","T","T21",3,"T21_T_3",2.5,2.95704887888524e-05,12,-4.52914149669313
"20260206_039",508.70424,"2026-02-06","P","T21",2,"T21_P_2",2.5,6.86346749861905e-05,12,-4.16345641854256
"20260206_040",3903.34648,"2026-02-06","L","T21",2,"T21_L_2",2.5,2.8563001987845e-05,12,-4.54419614989862
"20260206_041",501.93792,"2026-02-06","C","T21",2,"T21_C_2",2.5,3.76293657748987e-05,12,-4.42447310144583
"20260206_042",3194.72824,"2026-02-06","T","T21",2,"T21_T_2",2.5,3.23207692274553e-05,12,-4.49051831165786
"20260206_043",342.62184,"2026-02-06","C","T21",1,"T21_C_1",2.5,2.26499052755632e-05,12,-4.64493360991544
"20260206_044",75.24968,"2026-02-06","S","T21",3,"T21_S_3",2.5,0.00018058689583554,12,-3.74331376716091
"20260206_045",4529.53864,"2026-02-06","L","T21",3,"T21_L_3",2.5,3.26289936724427e-05,12,-4.48639632030482
"20260206_046",2268.15248,"2026-02-06","T","T21",1,"T21_T_1",2.5,2.38672999219943e-05,12,-4.62219670940988
"20260206_047",4814.13416,"2026-02-06","L","T21",1,"T21_L_1",2.5,3.8103440811532e-05,12,-4.41903580495458
"20260206_048",4395.0324,"2026-02-06","D","T21",1,"T21_D_1",2.5,5.03001928466294e-05,12,-4.29843034989305
"20260206_049",579.238,"2026-02-06","P","T21",3,"T21_P_3",2.5,8.89178563713802e-05,12,-4.05101101580326
"20260206_050",205.86016,"2026-02-06","C","T21",3,"T21_C_3",2.5,1.04425094946131e-05,12,-4.98119512119033
"20260206_051",580.67328,"2026-02-06","P","T21",1,"T21_P_1",2.5,8.06408206534811e-05,12,-4.09344506121273
"20260206_052",25.63,"2026-02-06","S","T21",1,"T21_S_1",2.5,2.03613449135244e-05,12,-4.69119353924139
"20260206_053",5192.43296,"2026-02-06","D","T21",2,"T21_D_2",2.5,6.25942757322737e-05,12,-4.20346538135118
"20260206_054",5295.36304,"2026-02-06","D","T21",3,"T21_D_3",2.5,5.92782333407188e-05,12,-4.22710474804172
"20260206_055",3284.53576,"2026-02-06","L","T24",1,"T24_L_1",2.5,2.30314494795798e-05,12,-4.63767872894094
"20260206_056",1349.57328,"2026-02-06","T","T24",1,"T24_T_1",2.5,1.23448776689043e-05,12,-4.90851320933537
"20260206_057",166.28744,"2026-02-06","C","T24",1,"T24_C_1",2.5,8.25337573823659e-06,12,-5.08336838301033
"20260206_058",28.1103225806452,"2026-02-06","S","T24",3,"T24_S_3",2.5,0.00015575886140344,12,-3.80754723616709
"20260206_059",25.63,"2026-02-06","S","T24",2,"T24_S_2",2.5,0.00010719714482733,12,-3.9698167818284
"20260206_060",591.33536,"2026-02-06","P","T24",2,"T24_P_2",2.5,6.77168826344152e-05,12,-4.16930304297057
"20260206_061",2550.6976,"2026-02-06","T","T24",2,"T24_T_2",2.5,2.23036037927308e-05,12,-4.65162495843857
"20260206_062",797.81064,"2026-02-06","P","T24",1,"T24_P_1",2.5,8.6701519249891e-05,12,-4.06197329241925
"20260206_063",163.41688,"2026-02-06","C","T24",3,"T24_C_3",2.5,9.32080436269938e-06,12,-5.03054660747347
"20260206_064",4582.43896,"2026-02-06","D","T24",2,"T24_D_2",2.5,4.10611450292667e-05,12,-4.38656894407993
"20260206_065",4471.51232,"2026-02-06","L","T24",3,"T24_L_3",2.5,3.05862956900816e-05,12,-4.51447311728703
"20260206_066",5091.75832,"2026-02-06","D","T24",3,"T24_D_3",2.5,4.82090853353139e-05,12,-4.31687110825137
"20260206_067",1929.63144,"2026-02-06","T","T24",3,"T24_T_3",2.5,1.81719221951429e-05,12,-4.74059913132761
"20260206_068",3464.97096,"2026-02-06","D","T24",1,"T24_D_1",2.5,3.55283056540566e-05,12,-4.44942550353346
"20260206_069",4023.29488,"2026-02-06","L","T24",2,"T24_L_2",2.5,2.82597289892616e-05,12,-4.54883200735061
"20260206_070",809.08784,"2026-02-06","P","T24",3,"T24_P_3",2.5,7.34228470121671e-05,12,-4.13416877949286
"20260206_071",25.63,"2026-02-06","S","T24",1,"T24_S_1",2.5,4.04850522508156e-08,12,-7.39270529587832
"20260206_072",171.82352,"2026-02-06","C","T24",2,"T24_C_2",2.5,9.71840706481044e-06,12,-5.0124049140507
"20260206_074",2545.36656,"2026-02-06","D","T27",3,"T27_D_3",2.5,1.63180830927016e-05,12,-4.78733085974623
"20260206_076",1535.95464,"2026-02-06","L","T27",2,"T27_L_2",2.5,1.13231402136641e-05,12,-4.9460331148136
"20260206_078",3123.37432,"2026-02-06","D","T27",2,"T27_D_2",2.5,1.95708070811117e-05,12,-4.70839126408928
"20260206_079",158.906,"2026-02-06","T","T27",2,"T27_T_2",2.5,1.01057678134e-06,12,-5.99543068418185
"20260206_080",375.83832,"2026-02-06","P","T27",3,"T27_P_3",2.5,2.6119038688223e-05,12,-4.58304281132051
"20260206_083",356.15448,"2026-02-06","P","T27",2,"T27_P_2",2.5,2.30038922337778e-05,12,-4.6381986756068
"20260206_085",618.1956,"2026-02-06","T","T27",1,"T27_T_1",2.5,3.38989871091485e-06,12,-5.46981327818274
"20260206_086",2976.77072,"2026-02-06","D","T27",1,"T27_D_1",2.5,1.92179462284171e-05,12,-4.71629302610158
"20260206_087",1602.59264,"2026-02-06","L","T27",3,"T27_L_3",2.5,1.14281579390108e-05,12,-4.94202376622709
"20260206_088",1135.51152,"2026-02-06","L","T27",1,"T27_L_1",2.5,8.12067017342709e-06,12,-5.09040812831903
"20260206_089",376.65848,"2026-02-06","P","T27",1,"T27_P_1",2.5,2.19397701984015e-05,12,-4.65876792562589
"20260206_090",285.82576,"2026-02-06","T","T27",3,"T27_T_3",2.5,1.58683737822351e-06,12,-5.79946757819724
"20260206_003",5,"2026-02-06","S","T15",1,"T15_S_1",2.5,0,12,-Inf
"20260206_015",5,"2026-02-06","S","T15",2,"T15_S_2",2.5,0,12,-Inf
"20260206_019",5,"2026-02-06","S","T18",2,"T18_S_2",2.5,0,12,-Inf
"20260206_020",5,"2026-02-06","S","T18",1,"T18_S_1",2.5,0,12,-Inf
"20260206_024",5,"2026-02-06","S","T18",3,"T18_S_3",2.5,0,12,-Inf
"20260206_037",5,"2026-02-06","S","T21",2,"T21_S_2",2.5,0,12,-Inf
"20260206_073",20,"2026-02-06","C","T27",1,"T27_C_1",2.5,0,12,-Inf
"20260206_075",5,"2026-02-06","S","T27",2,"T27_S_2",2.5,0,12,-Inf
"20260206_077",5,"2026-02-06","S","T27",1,"T27_S_1",2.5,0,12,-Inf
"20260206_081",20,"2026-02-06","C","T27",3,"T27_C_3",2.5,0,12,-Inf
"20260206_082",5,"2026-02-06","S","T27",3,"T27_S_3",2.5,0,12,-Inf
"20260206_084",20,"2026-02-06","C","T27",2,"T27_C_2",2.5,0,12,-Inf
"20260207_T30T33_002",25.63,"2026-02-07","D","T30",3,"T30_D_3",2.5,5.35824892283788e-07,5,-6.2709771146726
"20260207_T30T33_004",725.22648,"2026-02-07","P","T30",2,"T30_P_2",2.5,0.00010393252420954,5,-3.98324852487421
"20260207_T30T33_006",4236.1264,"2026-02-07","T","T30",1,"T30_T_1",2.5,3.5451544409174e-05,5,-4.45036484048734
"20260207_T30T33_009",618.81072,"2026-02-07","P","T30",1,"T30_P_1",2.5,8.09283745777708e-05,5,-4.09189918219479
"20260207_T30T33_011",25.63,"2026-02-07","L","T30",1,"T30_L_1",2.5,1.68659169033912e-08,5,-7.77299004372714
"20260207_T30T33_013",810.72816,"2026-02-07","P","T30",3,"T30_P_3",2.5,9.43887748340028e-05,5,-4.02507965101465
"20260207_T30T33_014",3819.28008,"2026-02-07","T","T30",2,"T30_T_2",2.5,3.57175723001137e-05,5,-4.44711806749051
"20260207_T30T33_016",2253.59464,"2026-02-07","T","T30",3,"T30_T_3",2.5,1.7672252460378e-05,5,-4.75270809289455
"20260207_T30T33_017",25.63,"2026-02-07","D","T30",2,"T30_D_2",2.5,3.67365929527806e-07,5,-6.43490112376289
"20260207_T30T33_022",389.78104,"2026-02-07","P","T33",2,"T33_P_2",2.5,4.24111731841495e-05,5,-4.37251971385589
"20260207_T30T33_023",25.63,"2026-02-07","L","T33",2,"T33_L_2",2.5,2.34719497165907e-07,5,-6.62945083387871
"20260207_T30T33_025",616.55528,"2026-02-07","T","T33",3,"T33_T_3",2.5,4.43644083890596e-06,5,-5.35296530553645
"20260207_T30T33_026",25.63,"2026-02-07","C","T33",3,"T33_C_3",2.5,4.08129675741495e-08,5,-7.3892018258535
"20260207_T30T33_027",957.33176,"2026-02-07","P","T33",1,"T33_P_1",2.5,0.00012318267772619,5,-3.90945035951619
"20260207_T30T33_033",452.52328,"2026-02-07","P","T33",3,"T33_P_3",2.5,5.50421797721985e-05,5,-4.25930437556665
"20260207_T30T33_035",663.50944,"2026-02-07","T","T33",2,"T33_T_2",2.5,5.41411509039276e-06,5,-5.26647251646517
"20260207_T30T33_036",985.62728,"2026-02-07","T","T33",1,"T33_T_1",2.5,6.53748589460114e-06,5,-5.18458923516536
"20260207_T30T33_001",5,"2026-02-07","S","T30",3,"T30_S_3",2.5,0,5,-Inf
"20260207_T30T33_003",5,"2026-02-07","S","T30",1,"T30_S_1",2.5,0,5,-Inf
"20260207_T30T33_005",50,"2026-02-07","D","T30",1,"T30_D_1",2.5,0,5,-Inf
"20260207_T30T33_007",20,"2026-02-07","C","T30",2,"T30_C_2",2.5,0,5,-Inf
"20260207_T30T33_008",20,"2026-02-07","C","T30",1,"T30_C_1",2.5,0,5,-Inf
"20260207_T30T33_010",50,"2026-02-07","L","T30",3,"T30_L_3",2.5,0,5,-Inf
"20260207_T30T33_012",20,"2026-02-07","C","T30",3,"T30_C_3",2.5,0,5,-Inf
"20260207_T30T33_015",5,"2026-02-07","S","T30",2,"T30_S_2",2.5,0,5,-Inf
"20260207_T30T33_018",50,"2026-02-07","L","T30",2,"T30_L_2",2.5,0,5,-Inf
"20260207_T30T33_019",5,"2026-02-07","S","T33",2,"T33_S_2",2.5,0,5,-Inf
"20260207_T30T33_020",5,"2026-02-07","S","T33",1,"T33_S_1",2.5,0,5,-Inf
"20260207_T30T33_021",50,"2026-02-07","D","T33",2,"T33_D_2",2.5,0,5,-Inf
"20260207_T30T33_024",5,"2026-02-07","S","T33",3,"T33_S_3",2.5,0,5,-Inf
"20260207_T30T33_028",50,"2026-02-07","L","T33",1,"T33_L_1",2.5,0,5,-Inf
"20260207_T30T33_029",20,"2026-02-07","C","T33",2,"T33_C_2",2.5,0,5,-Inf
"20260207_T30T33_030",50,"2026-02-07","D","T33",3,"T33_D_3",2.5,0,5,-Inf
"20260207_T30T33_031",20,"2026-02-07","C","T33",1,"T33_C_1",2.5,0,5,-Inf
"20260207_T30T33_032",50,"2026-02-07","L","T33",3,"T33_L_3",2.5,0,5,-Inf
"20260207_T30T33_034",50,"2026-02-07","D","T33",1,"T33_D_1",2.5,0,5,-Inf
"20260209_T30T33_004",1140.0224,"2026-02-09","P","T30",2,"T30_P_2",2.5,0.00011150709339996,7,-3.9526975045757
"20260209_T30T33_006",792.27456,"2026-02-09","T","T30",1,"T30_T_1",2.5,5.37000392021823e-06,7,-5.27002539725603
"20260209_T30T33_009",1073.17936,"2026-02-09","P","T30",1,"T30_P_1",2.5,0.0001037596548168,7,-3.98397148171396
"20260209_T30T33_013",773.20584,"2026-02-09","P","T30",3,"T30_P_3",2.5,8.04409367667551e-05,7,-4.09452288051359
"20260209_T30T33_014",1307.74512,"2026-02-09","T","T30",2,"T30_T_2",2.5,9.39762221914896e-06,7,-5.02698201743572
"20260209_T30T33_016",807.65256,"2026-02-09","T","T30",3,"T30_T_3",2.5,5.94744468215913e-06,7,-5.22566958869293
"20260209_T30T33_017",25.63,"2026-02-09","D","T30",2,"T30_D_2",2.5,6.58668242491734e-07,7,-6.18133327544278
"20260209_T30T33_018",25.63,"2026-02-09","L","T30",2,"T30_L_2",2.5,1.89269786377083e-07,7,-6.72291870804874
"20260209_T30T33_022",465.4408,"2026-02-09","P","T33",2,"T33_P_2",2.5,4.11513224818142e-05,7,-4.38561620328706
"20260209_T30T33_025",426.89328,"2026-02-09","T","T33",3,"T33_T_3",2.5,3.60570650448886e-06,7,-5.44300962666198
"20260209_T30T33_027",654.69272,"2026-02-09","P","T33",1,"T33_P_1",2.5,6.1269410510576e-05,7,-4.21275629811158
"20260209_T30T33_033",549.30216,"2026-02-09","P","T33",3,"T33_P_3",2.5,5.41229570637652e-05,7,-4.26661848329776
"20260209_T30T33_035",386.5004,"2026-02-09","T","T33",2,"T33_T_2",2.5,2.71926943167413e-06,7,-5.56554775935175
"20260209_T30T33_036",198.06864,"2026-02-09","T","T33",1,"T33_T_1",2.5,1.30833249081061e-06,7,-5.88328187330954
"20260209_T30T33_001",5,"2026-02-09","S","T30",3,"T30_S_3",2.5,0,7,-Inf
"20260209_T30T33_002",50,"2026-02-09","D","T30",3,"T30_D_3",2.5,0,7,-Inf
"20260209_T30T33_003",5,"2026-02-09","S","T30",1,"T30_S_1",2.5,0,7,-Inf
"20260209_T30T33_005",50,"2026-02-09","D","T30",1,"T30_D_1",2.5,0,7,-Inf
"20260209_T30T33_007",20,"2026-02-09","C","T30",2,"T30_C_2",2.5,0,7,-Inf
"20260209_T30T33_008",20,"2026-02-09","C","T30",1,"T30_C_1",2.5,0,7,-Inf
"20260209_T30T33_010",50,"2026-02-09","L","T30",3,"T30_L_3",2.5,0,7,-Inf
"20260209_T30T33_011",50,"2026-02-09","L","T30",1,"T30_L_1",2.5,0,7,-Inf
"20260209_T30T33_012",20,"2026-02-09","C","T30",3,"T30_C_3",2.5,0,7,-Inf
"20260209_T30T33_015",5,"2026-02-09","S","T30",2,"T30_S_2",2.5,0,7,-Inf
"20260209_T30T33_019",5,"2026-02-09","S","T33",2,"T33_S_2",2.5,0,7,-Inf
"20260209_T30T33_020",5,"2026-02-09","S","T33",1,"T33_S_1",2.5,0,7,-Inf
"20260209_T30T33_021",50,"2026-02-09","D","T33",2,"T33_D_2",2.5,0,7,-Inf
"20260209_T30T33_023",50,"2026-02-09","L","T33",2,"T33_L_2",2.5,0,7,-Inf
"20260209_T30T33_024",5,"2026-02-09","S","T33",3,"T33_S_3",2.5,0,7,-Inf
"20260209_T30T33_026",20,"2026-02-09","C","T33",3,"T33_C_3",2.5,0,7,-Inf
"20260209_T30T33_028",50,"2026-02-09","L","T33",1,"T33_L_1",2.5,0,7,-Inf
"20260209_T30T33_029",20,"2026-02-09","C","T33",2,"T33_C_2",2.5,0,7,-Inf
"20260209_T30T33_030",50,"2026-02-09","D","T33",3,"T33_D_3",2.5,0,7,-Inf
"20260209_T30T33_031",20,"2026-02-09","C","T33",1,"T33_C_1",2.5,0,7,-Inf
"20260209_T30T33_032",50,"2026-02-09","L","T33",3,"T33_L_3",2.5,0,7,-Inf
"20260209_T30T33_034",50,"2026-02-09","D","T33",1,"T33_D_1",2.5,0,7,-Inf
NA,50,"2026-01-26","D","T15",3,"T15_D_3",2.5,1.28139375710879e-05,0,-4.89231739620166
NA,5,"2026-01-26","S","T15",1,"T15_S_1",2.5,2.96049873723993e-07,0,-6.52863511982429
NA,10,"2026-01-26","P","T15",2,"T15_P_2",2.5,7.08463608206975e-06,0,-5.14968245333581
NA,50,"2026-01-26","D","T15",1,"T15_D_1",2.5,8.0359339284578e-06,0,-5.09496364268339
NA,50,"2026-01-26","T","T15",1,"T15_T_1",2.5,4.78350266263662e-06,0,-5.32025397996036
NA,20,"2026-01-26","C","T15",2,"T15_C_2",2.5,3.81119455297226e-06,0,-5.41893888089835
NA,20,"2026-01-26","C","T15",1,"T15_C_1",2.5,1.29941933028668e-05,0,-4.8862506769162
NA,10,"2026-01-26","P","T15",1,"T15_P_1",2.5,1.46274916251364e-05,0,-4.83483014186931
NA,50,"2026-01-26","L","T15",3,"T15_L_3",2.5,9.79596994087837e-06,0,-5.00895255618623
NA,50,"2026-01-26","L","T15",1,"T15_L_1",2.5,8.74590688043497e-06,0,-5.05819515099397
NA,20,"2026-01-26","C","T15",3,"T15_C_3",2.5,9.29705871309e-06,0,-5.03165442636164
NA,50,"2026-01-26","T","T15",2,"T15_T_2",2.5,4.71509194492075e-06,0,-5.32650983404386
NA,50,"2026-01-26","T","T15",3,"T15_T_3",2.5,4.87537022672833e-06,0,-5.31199239918184
NA,50,"2026-01-26","D","T15",2,"T15_D_2",2.5,1.3697262448845e-05,0,-4.86336622278231
NA,50,"2026-01-26","L","T15",2,"T15_L_2",2.5,1.00057375855387e-05,0,-4.9997508912834
NA,50,"2026-01-26","D","T18",2,"T18_D_2",2.5,9.30762313728372e-06,0,-5.0311612094755
NA,10,"2026-01-26","P","T18",2,"T18_P_2",2.5,1.67359960110093e-06,0,-5.77634843632602
NA,50,"2026-01-26","L","T18",2,"T18_L_2",2.5,1.13648849172576e-05,0,-4.94443495765595
NA,50,"2026-01-26","T","T18",3,"T18_T_3",2.5,3.64527378662488e-06,0,-5.43826984744065
NA,20,"2026-01-26","C","T18",3,"T18_C_3",2.5,6.00431523259273e-06,0,-5.22153651493282
NA,50,"2026-01-26","L","T18",1,"T18_L_1",2.5,8.78512022009136e-06,0,-5.05625229101956
NA,20,"2026-01-26","C","T18",2,"T18_C_2",2.5,1.16634868587182e-07,0,-6.93317159562155
NA,20,"2026-01-26","C","T18",1,"T18_C_1",2.5,5.99437905288297e-06,0,-5.22225579803194
NA,50,"2026-01-26","L","T18",3,"T18_L_3",2.5,8.20701311238994e-06,0,-5.08581487270152
NA,50,"2026-01-26","D","T18",1,"T18_D_1",2.5,1.49904890810426e-05,0,-4.82418419758981
NA,50,"2026-01-26","T","T18",2,"T18_T_2",2.5,3.27325251141241e-06,0,-5.48502049023647
NA,50,"2026-01-26","T","T18",1,"T18_T_1",2.5,3.51215337268535e-06,0,-5.45442652708925
NA,50,"2026-01-26","T","T21",3,"T21_T_3",2.5,2.71468253225035e-06,0,-5.566280951546
